initial_alias,converted_alias,name,description,namespace
ENSG00000266910,ENSG00000266910,AC008507.1,"TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa (TAF9) pseudogene","ARRAYEXPRESS,ENSG"
ENSG00000266930,None,None,None,
ENSG00000268751,ENSG00000268751,SCGB1B2P,"secretoglobin family 1B member 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:20741]","ARRAYEXPRESS,ENSG"
ENSG00000256383,None,None,None,
ENSG00000261754,ENSG00000261754,AC008555.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000269086,ENSG00000269086,AC008555.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000271109,ENSG00000271109,AC008555.4,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000270876,ENSG00000270876,ZNF30-AS1,ZNF30 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51179],"ARRAYEXPRESS,ENSG"
ENSG00000271032,ENSG00000271032,AC020907.4,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000268947,ENSG00000268947,AC002128.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000269553,ENSG00000269553,U62631.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000233214,ENSG00000233214,AC002511.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000232680,ENSG00000232680,AC002511.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000267439,ENSG00000267439,AD000671.3,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000267049,ENSG00000267049,AC002398.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000267053,ENSG00000267053,AC092296.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000267605,ENSG00000267605,AC016590.1,"novel transcript, antisense to ZNF383","ARRAYEXPRESS,ENSG"
ENSG00000267381,None,None,None,
ENSG00000267152,ENSG00000267152,AC093227.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000267640,ENSG00000267640,AC016582.3,novel zinc finger protein pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000229481,None,None,None,
ENSG00000268913,None,None,None,
ENSG00000267473,None,None,None,
ENSG00000267892,ENSG00000267892,AC022144.1,"novel transcript, antisense to CAPN12","ARRAYEXPRESS,ENSG"
ENSG00000090920,None,None,None,
ENSG00000187534,ENSG00000187534,PRR13P5,proline rich 13 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:50618],"ARRAYEXPRESS,ENSG"
ENSG00000268166,None,None,None,
ENSG00000269069,ENSG00000269069,AC007842.1,protein associated with topoisomerase II homolog 1 (yeast) (PATL1) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000205041,ENSG00000205041,AC118344.1,"novel transcript, sense intronic to AKT2","ARRAYEXPRESS,ENSG"
ENSG00000269843,ENSG00000269843,AC008537.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000268355,ENSG00000268355,AC243960.3,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000268027,ENSG00000268027,AC243960.1,"novel transcript, sense intronic to CEACAM21","ARRAYEXPRESS,ENSG"
ENSG00000269119,ENSG00000269119,HNRNPA1P52,heterogeneous nuclear ribonucleoprotein A1 pseudogene 52 [Source:HGNC Symbol;Acc:HGNC:48782],"ARRAYEXPRESS,ENSG"
ENSG00000259436,ENSG00000259436,AC010247.2,"novel transcript, antisense to POU2F2","ARRAYEXPRESS,ENSG"
ENSG00000267163,None,None,None,
ENSG00000167383,None,None,None,
ENSG00000267242,None,None,None,
ENSG00000266903,ENSG00000266903,AC243964.3,"novel transcript, antisense to CEACAM16, CEACAM19, PVR & IGSF23","ARRAYEXPRESS,ENSG"
ENSG00000130201,None,None,None,
ENSG00000267045,None,None,None,
ENSG00000259605,ENSG00000259605,AC074212.1,"novel transcript, antisense to SIX5","ARRAYEXPRESS,ENSG"
ENSG00000269148,ENSG00000269148,AC092301.1,"novel transcript, antisense to SYMPK","ARRAYEXPRESS,ENSG"
ENSG00000269124,ENSG00000269124,AC007193.2,"novel transcript, antisense to HIF3A","ARRAYEXPRESS,ENSG"
ENSG00000268810,ENSG00000268810,AC007193.1,"novel transcript, antisense to PPP5C","ARRAYEXPRESS,ENSG"
ENSG00000267898,ENSG00000267898,AC026803.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000197813,ENSG00000197813,AC011450.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000243829,ENSG00000243829,AC011495.1,ribosomal protein S9 (RPS9) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000268047,ENSG00000268047,AC018766.1,"novel transcript, antisense to PTOV1","ARRAYEXPRESS,ENSG"
ENSG00000269352,ENSG00000269352,PTOV1-AS2,PTOV1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:51284],"ARRAYEXPRESS,ENSG"
ENSG00000267896,None,None,None,
ENSG00000268518,ENSG00000268518,AC020909.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000167765,None,None,None,
ENSG00000269388,ENSG00000269388,AC018755.3,putative ATP-binding domain-containing protein 3-like protein (ABP3L) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000260160,ENSG00000260160,AC011468.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000123870,ENSG00000123870,ZNF137P,"zinc finger protein 137, pseudogene [Source:HGNC Symbol;Acc:HGNC:12921]","ARRAYEXPRESS,ENSG"
ENSG00000268970,ENSG00000268970,AC022150.2,"novel transcript, sense intronic to ZNF83","ARRAYEXPRESS,ENSG"
ENSG00000269825,ENSG00000269825,AC022150.4,"novel transcript, sense intronic to ZNF83","ARRAYEXPRESS,ENSG"
ENSG00000268225,None,None,None,
ENSG00000268613,None,None,None,
ENSG00000269001,ENSG00000269001,AC092070.2,"zinc finger protein 818, pseudogene","ARRAYEXPRESS,ENSG"
ENSG00000237017,ENSG00000237017,AC245052.4,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000268164,None,None,None,
ENSG00000268802,None,None,None,
ENSG00000267838,ENSG00000267838,AC245884.8,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000235681,ENSG00000235681,AC245884.3,"LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae) (LSM6) pseudogene","ARRAYEXPRESS,ENSG"
ENSG00000182909,None,None,None,
ENSG00000267265,ENSG00000267265,AC011476.3,"novel transcript, antisense to RDH13 and GP6","ARRAYEXPRESS,ENSG"
ENSG00000267649,ENSG00000267649,AC010327.5,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000269808,None,None,None,
ENSG00000267730,None,None,None,
ENSG00000267523,ENSG00000267523,AC008735.2,"novel transcript, antisense to U2AF2A","ARRAYEXPRESS,ENSG"
ENSG00000267096,ENSG00000267096,AC008735.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000268593,ENSG00000268593,AC008749.1,"Vomeronasal type-1 receptor 1, pseudogene","ARRAYEXPRESS,ENSG"
ENSG00000204533,None,None,None,
ENSG00000269696,ENSG00000269696,AC005498.3,"novel transcript, antisense to ZFP28","ARRAYEXPRESS,ENSG"
ENSG00000268568,None,None,None,
ENSG00000268713,ENSG00000268713,AC005261.4,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000268205,ENSG00000268205,AC005261.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000268948,None,None,None,
ENSG00000269867,ENSG00000269867,AC010326.4,"novel transcript, sense intronic to ZNF814","ARRAYEXPRESS,ENSG"
ENSG00000270804,ENSG00000270804,AC010326.5,ubiquitin-conjugating enzyme E2C (UBE2C) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000268201,ENSG00000268201,AC020915.2,"novel transcript, sense intronic to ZNF544","ARRAYEXPRESS,ENSG"
ENSG00000268049,ENSG00000268049,AC012313.2,"novel transcript, antisense to ZNF497","ARRAYEXPRESS,ENSG"
ENSG00000269054,ENSG00000269054,AC012313.6,"novel transcript, antisense to ZNF497","ARRAYEXPRESS,ENSG"
ENSG00000232098,ENSG00000232098,AC012313.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000268912,ENSG00000268912,AC012313.5,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000269473,ENSG00000269473,AC012313.8,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000177764,None,None,None,
ENSG00000215388,ENSG00000215388,ACTG1P3,actin gamma 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:148],"ARRAYEXPRESS,ENSG"
ENSG00000229728,ENSG00000229728,AL136531.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000226608,ENSG00000226608,FTLP3,ferritin light chain pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:4000],"ARRAYEXPRESS,ENSG"
ENSG00000233578,ENSG00000233578,EIF4EP1,eukaryotic translation initiation factor 4E pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3292],"ARRAYEXPRESS,ENSG"
ENSG00000271426,ENSG00000271426,AL109983.1,coiled-coil domain containing 84 (CCDC84) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000273148,ENSG00000273148,LINC00653,long intergenic non-protein coding RNA 653 [Source:HGNC Symbol;Acc:HGNC:44308],"ARRAYEXPRESS,ENSG"
ENSG00000233895,None,None,None,
ENSG00000235065,ENSG00000235065,RPL24P2,ribosomal protein L24 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16597],"ARRAYEXPRESS,ENSG"
ENSG00000214535,ENSG00000214535,RPS15AP1,ribosomal protein S15a pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16598],"ARRAYEXPRESS,ENSG"
ENSG00000227063,ENSG00000227063,RPL41P1,ribosomal protein L41 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10356],"ARRAYEXPRESS,ENSG"
ENSG00000230772,ENSG00000230772,VN1R108P,vomeronasal 1 receptor 108 pseudogene [Source:HGNC Symbol;Acc:HGNC:37432],"ARRAYEXPRESS,ENSG"
ENSG00000175170,ENSG00000175170,FAM182B,family with sequence similarity 182 member B [Source:HGNC Symbol;Acc:HGNC:34503],"ARRAYEXPRESS,ENSG"
ENSG00000149531,ENSG00000149531,FRG1BP,"FSHD region gene 1 family member B, pseudogene [Source:HGNC Symbol;Acc:HGNC:15792]","ARRAYEXPRESS,ENSG"
ENSG00000101898,ENSG00000101898,MCTS2P,"MCTS family member 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:49760]","ARRAYEXPRESS,ENSG"
ENSG00000226239,ENSG00000226239,AL031658.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000175730,ENSG00000175730,BAK1P1,BCL2 antagonist/killer 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:996],"ARRAYEXPRESS,ENSG"
ENSG00000260257,ENSG00000260257,AL035071.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000228265,None,None,None,
ENSG00000269202,None,None,None,
ENSG00000224497,ENSG00000224497,RPL36P4,ribosomal protein L36 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:16569],"ARRAYEXPRESS,ENSG"
ENSG00000259716,None,None,None,
ENSG00000224635,ENSG00000224635,AL391095.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000132832,ENSG00000132832,AL139352.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000269549,None,None,None,
ENSG00000215452,ENSG00000215452,ZNF663P,"zinc finger protein 663, pseudogene [Source:HGNC Symbol;Acc:HGNC:25342]","ARRAYEXPRESS,ENSG"
ENSG00000229222,ENSG00000229222,KRT18P4,keratin 18 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:16604],"ARRAYEXPRESS,ENSG"
ENSG00000232043,ENSG00000232043,AL133230.2,"novel transcript, antisense to PTPN1","ARRAYEXPRESS,ENSG"
ENSG00000228663,ENSG00000228663,PSMD10P1,"proteasome 26S subunit, non-ATPase, 10 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16602]","ARRAYEXPRESS,ENSG"
ENSG00000197670,ENSG00000197670,AL157838.1,"novel transcript, antisense to ZNF217","ARRAYEXPRESS,ENSG"
ENSG00000185834,ENSG00000185834,RPL12P4,ribosomal protein L12 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:16587],"ARRAYEXPRESS,ENSG"
ENSG00000226308,ENSG00000226308,AL122058.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000124224,ENSG00000124224,PPP4R1L,protein phosphatase 4 regulatory subunit 1 like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:15755],"ARRAYEXPRESS,ENSG"
ENSG00000254419,ENSG00000254419,AL139349.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000268649,ENSG00000268649,AL132655.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000225806,ENSG00000225806,AL121917.1,"novel transcript, antisense to GNAS","ARRAYEXPRESS,ENSG"
ENSG00000270951,ENSG00000270951,AL121917.2,"novel transcript, antisense to GNAS","ARRAYEXPRESS,ENSG"
ENSG00000226332,ENSG00000226332,AL354836.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000233017,ENSG00000233017,AL121832.1,"novel transcript, antisense to RBBP8NL","ARRAYEXPRESS,ENSG"
ENSG00000174403,ENSG00000174403,MIR1-1HG-AS1,MIR1-1HG antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26393],"ARRAYEXPRESS,ENSG"
ENSG00000225978,ENSG00000225978,HAR1A,highly accelerated region 1A [Source:HGNC Symbol;Acc:HGNC:33117],"ARRAYEXPRESS,ENSG"
ENSG00000232884,ENSG00000232884,AF127936.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000226751,None,None,None,
ENSG00000235609,ENSG00000235609,AF127577.4,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000228798,None,None,None,
ENSG00000270093,None,None,None,
ENSG00000198618,ENSG00000198618,PPIAP22,peptidylprolyl isomerase A pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:17236],"ARRAYEXPRESS,ENSG"
ENSG00000213885,ENSG00000213885,RPL13AP7,ribosomal protein L13a pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:23755],"ARRAYEXPRESS,ENSG"
ENSG00000273492,ENSG00000273492,AP000229.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000232855,ENSG00000232855,AF165147.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000176054,ENSG00000176054,RPL23P2,ribosomal protein L23 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:10324],"ARRAYEXPRESS,ENSG"
ENSG00000231125,ENSG00000231125,AF129075.2,"novel transcript, sense intronic to CCT8","ARRAYEXPRESS,ENSG"
ENSG00000273271,ENSG00000273271,AP000254.2,"novel transcript, antisense to SOD1","ARRAYEXPRESS,ENSG"
ENSG00000186842,None,None,None,
ENSG00000205930,ENSG00000205930,C21orf62-AS1,C21orf62 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:1290],"ARRAYEXPRESS,ENSG"
ENSG00000223799,ENSG00000223799,IL10RB-DT,IL10RB divergent transcript [Source:HGNC Symbol;Acc:HGNC:44303],"ARRAYEXPRESS,ENSG"
ENSG00000224598,ENSG00000224598,RPS5P2,ribosomal protein S5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:17222],"ARRAYEXPRESS,ENSG"
ENSG00000228107,ENSG00000228107,AP000692.1,"novel transcript, sense overlapping MORC3","ARRAYEXPRESS,ENSG"
ENSG00000272948,ENSG00000272948,AP001412.1,"novel transcript, antisense to DSCR3","ARRAYEXPRESS,ENSG"
ENSG00000231231,ENSG00000231231,LINC01423,long intergenic non-protein coding RNA 1423 [Source:HGNC Symbol;Acc:HGNC:50732],"ARRAYEXPRESS,ENSG"
ENSG00000235888,ENSG00000235888,AF064858.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000237721,None,None,None,
ENSG00000184809,ENSG00000184809,B3GALT5-AS1,B3GALT5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:16424],"ARRAYEXPRESS,ENSG"
ENSG00000235772,ENSG00000235772,AP001625.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000225331,ENSG00000225331,LINC01678,long intergenic non-protein coding RNA 1678 [Source:HGNC Symbol;Acc:HGNC:52466],"ARRAYEXPRESS,ENSG"
ENSG00000267913,None,None,None,
ENSG00000237604,ENSG00000237604,AP001056.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000184441,ENSG00000184441,AP001062.1,"novel transcript, antisense to C21orf2","ARRAYEXPRESS,ENSG"
ENSG00000230061,ENSG00000230061,TRPM2-AS,TRPM2 antisense RNA [Source:HGNC Symbol;Acc:HGNC:50758],"ARRAYEXPRESS,ENSG"
ENSG00000269430,None,None,None,
ENSG00000182912,ENSG00000182912,TSPEAR-AS2,TSPEAR antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:16428],"ARRAYEXPRESS,ENSG"
ENSG00000236519,ENSG00000236519,LINC01424,long intergenic non-protein coding RNA 1424 [Source:HGNC Symbol;Acc:HGNC:40558],"ARRAYEXPRESS,ENSG"
ENSG00000272825,ENSG00000272825,AL844908.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000215447,None,None,None,
ENSG00000235878,None,None,None,
ENSG00000239415,ENSG00000239415,AP001469.3,"novel transcript, antisense to MCM3APAS","ARRAYEXPRESS,ENSG"
ENSG00000230982,ENSG00000230982,DSTNP1,DSTN pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23769],"ARRAYEXPRESS,ENSG"
ENSG00000237438,ENSG00000237438,CECR7,"cat eye syndrome chromosome region, candidate 7 [Source:HGNC Symbol;Acc:HGNC:1845]","ARRAYEXPRESS,ENSG"
ENSG00000273203,ENSG00000273203,AC006946.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000225335,ENSG00000225335,AC016027.1,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000237517,ENSG00000237517,DGCR5,DiGeorge syndrome critical region gene 5 [Source:HGNC Symbol;Acc:HGNC:16757],"ARRAYEXPRESS,ENSG"
ENSG00000260924,ENSG00000260924,LINC01311,long intergenic non-protein coding RNA 1311 [Source:HGNC Symbol;Acc:HGNC:50503],"ARRAYEXPRESS,ENSG"
ENSG00000185065,ENSG00000185065,AC000068.1,"novel transcript, antisense to C22orf39","ARRAYEXPRESS,ENSG"
ENSG00000273300,ENSG00000273300,AC000068.3,"novel transcript, antisense to UFD1L","ARRAYEXPRESS,ENSG"
ENSG00000232926,ENSG00000232926,AC000078.1,ribosomal protein L8 (RPL8) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000236540,ENSG00000236540,AC006547.1,"novel transcript, antisense to C22orf25","ARRAYEXPRESS,ENSG"
ENSG00000273343,ENSG00000273343,AC007663.4,"novel transcript, sense intronic to DGCR6L","ARRAYEXPRESS,ENSG"
ENSG00000206176,None,None,None,
ENSG00000215513,None,None,None,
ENSG00000216522,None,None,None,
ENSG00000215493,ENSG00000215493,AC007731.2,kelch-like 12 (Drosophila) (KLH12) pseudogene,"ARRAYEXPRESS,ENSG"
ENSG00000234252,None,None,None,
ENSG00000272954,ENSG00000272954,AP000553.2,"novel transcript, sense intronic to PPIL2","ARRAYEXPRESS,ENSG"
ENSG00000224086,ENSG00000224086,AC245452.1,"novel transcript, antisense to PPM1F and TOP3B","ARRAYEXPRESS,ENSG"
ENSG00000253239,ENSG00000253239,IGLVI-70,immunoglobulin lambda variable (I)-70 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5940],"ARRAYEXPRESS,ENSG"
ENSG00000211637,ENSG00000211637,IGLV4-69,immunoglobulin lambda variable 4-69 [Source:HGNC Symbol;Acc:HGNC:5921],"ARRAYEXPRESS,ENSG"
ENSG00000211638,ENSG00000211638,IGLV8-61,immunoglobulin lambda variable 8-61 [Source:HGNC Symbol;Acc:HGNC:5931],"ARRAYEXPRESS,ENSG"
ENSG00000182502,None,None,None,
ENSG00000211639,ENSG00000211639,IGLV4-60,immunoglobulin lambda variable 4-60 [Source:HGNC Symbol;Acc:HGNC:5920],"ARRAYEXPRESS,ENSG"
ENSG00000211640,ENSG00000211640,IGLV6-57,immunoglobulin lambda variable 6-57 [Source:HGNC Symbol;Acc:HGNC:5927],"ARRAYEXPRESS,ENSG"
ENSG00000211642,ENSG00000211642,IGLV10-54,immunoglobulin lambda variable 10-54 [Source:HGNC Symbol;Acc:HGNC:5884],"ARRAYEXPRESS,ENSG"
ENSG00000272216,None,None,None,
ENSG00000234630,ENSG00000234630,AC245060.2,novel transcript,"ARRAYEXPRESS,ENSG"
ENSG00000272779,ENSG00000272779,AC245060.4,"BMS1, ribosome biogenesis factor (BSM1) pseudogene","ARRAYEXPRESS,ENSG"
ENSG00000211643,ENSG00000211643,IGLV5-52,immunoglobulin lambda variable 5-52 [Source:HGNC Symbol;Acc:HGNC:5926],"ARRAYEXPRESS,ENSG"
ENSG00000211644,ENSG00000211644,IGLV1-51,immunoglobulin lambda variable 1-51 [Source:HGNC Symbol;Acc:HGNC:5882],"ARRAYEXPRESS,ENSG"
ENSG00000211645,ENSG00000211645,IGLV1-50,immunoglobulin lambda variable 1-50 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5881],"ARRAYEXPRESS,ENSG"
ENSG00000223350,ENSG00000223350,IGLV9-49,immunoglobulin lambda variable 9-49 [Source:HGNC Symbol;Acc:HGNC:5933],"ARRAYEXPRESS,ENSG"
ENSG00000211647,ENSG00000211647,IGLV5-48,immunoglobulin lambda variable 5-48 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5925],"ARRAYEXPRESS,ENSG"
ENSG00000211648,ENSG00000211648,IGLV1-47,immunoglobulin lambda variable 1-47 [Source:HGNC Symbol;Acc:HGNC:5880],"ARRAYEXPRESS,ENSG"
ENSG00000211649,ENSG00000211649,IGLV7-46,immunoglobulin lambda variable 7-46 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:5930],"ARRAYEXPRESS,ENSG"
ENSG00000211650,ENSG00000211650,IGLV5-45,immunoglobulin lambda variable 5-45 [Source:HGNC Symbol;Acc:HGNC:5924],"ARRAYEXPRESS,ENSG"
ENSG00000211651,ENSG00000211651,IGLV1-44,immunoglobulin lambda variable 1-44 [Source:HGNC Symbol;Acc:HGNC:5879],"ARRAYEXPRESS,ENSG"
ENSG00000211652,ENSG00000211652,IGLV7-43,immunoglobulin lambda variable 7-43 [Source:HGNC Symbol;Acc:HGNC:5929],"ARRAYEXPRESS,ENSG"
ENSG00000253818,ENSG00000253818,IGLV1-41,immunoglobulin lambda variable 1-41 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5878],"ARRAYEXPRESS,ENSG"
ENSG00000211653,ENSG00000211653,IGLV1-40,immunoglobulin lambda variable 1-40 [Source:HGNC Symbol;Acc:HGNC:5877],"ARRAYEXPRESS,ENSG"
ENSG00000211654,ENSG00000211654,IGLV5-37,immunoglobulin lambda variable 5-37 [Source:HGNC Symbol;Acc:HGNC:5922],"ARRAYEXPRESS,ENSG"
ENSG00000211655,ENSG00000211655,IGLV1-36,immunoglobulin lambda variable 1-36 [Source:HGNC Symbol;Acc:HGNC:5876],"ARRAYEXPRESS,ENSG"
ENSG00000198477,None,None,None,
ENSG00000183169,ENSG00000183169,POM121L1P,"POM121 transmembrane nucleoporin like 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:16439]","ARRAYEXPRESS,ENSG"
ENSG00000211658,ENSG00000211658,IGLV3-27,immunoglobulin lambda variable 3-27 [Source:HGNC Symbol;Acc:HGNC:5910],"ARRAYEXPRESS,ENSG"
ENSG00000211659,ENSG00000211659,IGLV3-25,immunoglobulin lambda variable 3-25 [Source:HGNC Symbol;Acc:HGNC:5908],"ARRAYEXPRESS,ENSG"
ENSG00000211660,ENSG00000211660,IGLV2-23,immunoglobulin lambda variable 2-23 [Source:HGNC Symbol;Acc:HGNC:5890],"ARRAYEXPRESS,ENSG"
ENSG00000211662,ENSG00000211662,IGLV3-21,immunoglobulin lambda variable 3-21 [Source:HGNC Symbol;Acc:HGNC:5905],"ARRAYEXPRESS,ENSG"
ENSG00000211663,ENSG00000211663,IGLV3-19,immunoglobulin lambda variable 3-19 [Source:HGNC Symbol;Acc:HGNC:5903],"ARRAYEXPRESS,ENSG"
ENSG00000211664,ENSG00000211664,IGLV2-18,immunoglobulin lambda variable 2-18 [Source:HGNC Symbol;Acc:HGNC:5889],"ARRAYEXPRESS,ENSG"
ENSG00000211665,ENSG00000211665,IGLV3-16,immunoglobulin lambda variable 3-16 [Source:HGNC Symbol;Acc:HGNC:5901],"ARRAYEXPRESS,ENSG"
ENSG00000211666,ENSG00000211666,IGLV2-14,immunoglobulin lambda variable 2-14 [Source:HGNC Symbol;Acc:HGNC:5888],"ARRAYEXPRESS,ENSG"
ENSG00000211667,ENSG00000211667,IGLV3-12,immunoglobulin lambda variable 3-12 [Source:HGNC Symbol;Acc:HGNC:5898],"ARRAYEXPRESS,ENSG"
ENSG00000211668,ENSG00000211668,IGLV2-11,immunoglobulin lambda variable 2-11 [Source:HGNC Symbol;Acc:HGNC:5887],"ARRAYEXPRESS,ENSG"
ENSG00000211669,ENSG00000211669,IGLV3-10,immunoglobulin lambda variable 3-10 [Source:HGNC Symbol;Acc:HGNC:5897],"ARRAYEXPRESS,ENSG"
ENSG00000211670,ENSG00000211670,IGLV3-9,immunoglobulin lambda variable 3-9 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:5918],"ARRAYEXPRESS,ENSG"
ENSG00000211671,None,None,None,
ENSG00000253234,ENSG00000253234,IGLV2-5,immunoglobulin lambda variable 2-5 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5894],"ARRAYEXPRESS,ENSG"
ENSG00000211672,ENSG00000211672,IGLV4-3,immunoglobulin lambda variable 4-3 [Source:HGNC Symbol;Acc:HGNC:5919],"ARRAYEXPRESS,ENSG"
ENSG00000211673,ENSG00000211673,IGLV3-1,immunoglobulin lambda variable 3-1 [Source:HGNC Symbol;Acc:HGNC:5896],"ARRAYEXPRESS,ENSG"
ENSG00000211674,ENSG00000211674,IGLJ1,immunoglobulin lambda joining 1 [Source:HGNC Symbol;Acc:HGNC:5863],"ARRAYEXPRESS,ENSG"
ENSG00000211676,ENSG00000211676,IGLJ2,immunoglobulin lambda joining 2 [Source:HGNC Symbol;Acc:HGNC:5864],"ARRAYEXPRESS,ENSG"
ENSG00000211677,ENSG00000211677,IGLC2,immunoglobulin lambda constant 2 [Source:HGNC Symbol;Acc:HGNC:5856],"ARRAYEXPRESS,ENSG"
ENSG00000211678,ENSG00000211678,IGLJ3,immunoglobulin lambda joining 3 [Source:HGNC Symbol;Acc:HGNC:5865],"ARRAYEXPRESS,ENSG"
ENSG00000211679,ENSG00000211679,IGLC3,immunoglobulin lambda constant 3 (Kern-Oz+ marker) [Source:HGNC Symbol;Acc:HGNC:5857],"ARRAYEXPRESS,ENSG"
ENSG00000254029,ENSG00000254029,IGLC4,immunoglobulin lambda constant 4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5858],"ARRAYEXPRESS,ENSG"
ENSG00000254030,ENSG00000254030,IGLC5,immunoglobulin lambda constant 5 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5859],"ARRAYEXPRESS,ENSG"
